pathway_name,drug,logFC,kegg_pathway_ID
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,Bosutinib,0.153909175606945,hsa04960
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,Bortezomib,-0.0813983898015873,hsa04960
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,Sunitinib,0.238902265910855,hsa04960
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,Pralatrexate,0.223561127732117,hsa04960
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,Cediranib,0.261846768193074,hsa04960
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,Nintedanib,0.202014072651132,hsa04960
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,Vandetanib,0.199961006704063,hsa04960
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,Dacarbazine,-0.184883671157062,hsa04960
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,Gefitinib,0.132777119919041,hsa04960
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,Toremifene,0.313893400257575,hsa04960
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,Dexamethasone,0.188190329074266,hsa04960
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,Daunorubicin,-0.229816225228403,hsa04960
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,Azacitidine,-0.176215153274603,hsa04960
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,Linifanib,0.244845804320023,hsa04960
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,Clofarabine,0.246935975512501,hsa04960
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,Dinaciclib,-0.118879280708226,hsa04960
KEGG_ALLOGRAFT_REJECTION,Bosutinib,0.320989261902948,hsa05330
KEGG_ALLOGRAFT_REJECTION,Vorinostat,0.187761058914522,hsa05330
KEGG_ALLOGRAFT_REJECTION,Mitoxantrone,0.122561625208614,hsa05330
KEGG_ALLOGRAFT_REJECTION,Linifanib,0.462948942478625,hsa05330
KEGG_ALLOGRAFT_REJECTION,Epirubicin,0.3560738567986,hsa05330
KEGG_ALLOGRAFT_REJECTION,Bortezomib,0.137536587756707,hsa05330
KEGG_ALLOGRAFT_REJECTION,Sunitinib,0.360758945895627,hsa05330
KEGG_ALLOGRAFT_REJECTION,Lomeguatrib,0.358990947555177,hsa05330
KEGG_ALLOGRAFT_REJECTION,MK-2206,0.25038498872667,hsa05330
KEGG_ALLOGRAFT_REJECTION,Ponatinib,0.388613627857712,hsa05330
KEGG_ALLOGRAFT_REJECTION,Dinaciclib,0.311280656890133,hsa05330
KEGG_ALLOGRAFT_REJECTION,Fluorouracil,0.325213796154736,hsa05330
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,Midostaurin,0.340243850548964,hsa00592
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,Doxorubicin,0.387978458098665,hsa00592
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,Dinaciclib,0.274244126363956,hsa00592
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,Trifluridine,0.315409506381566,hsa00592
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,Everolimus,-0.292896842962482,hsa00592
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,Enzastaurin,-0.266740060880592,hsa00592
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,Mitoxantrone,0.265844904287675,hsa00592
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,SN-38,0.356278672642131,hsa00592
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,Fulvestrant,0.322043463403409,hsa00592
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,Gemcitabine,0.336692917277683,hsa00592
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,Bortezomib,-0.047029471667045,hsa00592
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,Epirubicin,0.336839259174175,hsa00592
KEGG_ALZHEIMERS_DISEASE,Vorinostat,-0.150187142458738,hsa05010
KEGG_ALZHEIMERS_DISEASE,Lonafarnib,-0.23056562371304,hsa05010
KEGG_ALZHEIMERS_DISEASE,Osimertinib,-0.246842015577643,hsa05010
KEGG_ALZHEIMERS_DISEASE,Alpelisib,-0.232339088934696,hsa05010
KEGG_ALZHEIMERS_DISEASE,Sunitinib,-0.284931113423443,hsa05010
KEGG_ALZHEIMERS_DISEASE,Afatinib,-0.24924047182284,hsa05010
KEGG_ALZHEIMERS_DISEASE,Sirolimus,-0.116750092336429,hsa05010
KEGG_ALZHEIMERS_DISEASE,Temsirolimus,-0.193040853931548,hsa05010
KEGG_ALZHEIMERS_DISEASE,MK-2206,-0.351823003482462,hsa05010
KEGG_ALZHEIMERS_DISEASE,Geldanamycin,-0.212402066166196,hsa05010
KEGG_ALZHEIMERS_DISEASE,Bortezomib,-0.263666550692315,hsa05010
KEGG_ALZHEIMERS_DISEASE,Azacitidine,-0.296240273231934,hsa05010
KEGG_ALZHEIMERS_DISEASE,Linifanib,-0.275137325553958,hsa05010
KEGG_ALZHEIMERS_DISEASE,Temozolomide,0.248628633145122,hsa05010
KEGG_ALZHEIMERS_DISEASE,Ixazomib,-0.256417020356809,hsa05010
KEGG_ALZHEIMERS_DISEASE,Carfilzomib,-0.430134232802888,hsa05010
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,Sirolimus,-0.0897294515311236,hsa00520
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,Busulfan,0.187672585305161,hsa00520
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,Tamoxifen,0.311406576732877,hsa00520
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,Bortezomib,-0.0858451662654431,hsa00520
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,Midostaurin,0.245136995545646,hsa00520
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,Clofarabine,0.322349270712629,hsa00520
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,Gemcitabine,0.2013443181275,hsa00520
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,Azacitidine,-0.188231080920569,hsa00520
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,Nintedanib,0.190104358631088,hsa00520
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,Sunitinib,-0.237142185317127,hsa00520
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,Geldanamycin,-0.144809698135628,hsa00520
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,Docetaxel,-0.206737603978891,hsa00520
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,Linifanib,-0.27178780472458,hsa00520
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Bortezomib,0.0887886303669402,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Mitoxantrone,-0.200695596109057,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Fluorouracil,-0.396102073534697,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Linifanib,-0.616642063319168,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Sirolimus,-0.231202589899562,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Nilotinib,0.314133801891791,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,MK-2206,-0.253688337178543,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Etodolac,0.306333943838976,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,SN-38,-0.449011568442186,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Etoposide,-0.411768150247245,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Trifluridine,-0.342989272257526,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Vorinostat,-0.428399121406605,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Temozolomide,0.341082587635816,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Enzastaurin,0.309105311867974,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Pralatrexate,-0.381609602856055,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Azacitidine,0.419193951600446,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Venetoclax,0.369019765966087,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Crizotinib,-0.393528541191646,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Dacomitinib,0.266829815228543,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Bexarotene,0.293999945290783,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Cobimetinib,-0.375414905359271,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Pazopanib,0.216808011671061,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Dinaciclib,-0.313943272222007,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Gemcitabine,-0.48916386540108,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Nintedanib,-0.227808630464719,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Cediranib,-0.278363014310321,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,ABT-737,0.259361339670114,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Paclitaxel,0.275964489919842,hsa00970
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,Irinotecan,-0.399825825772491,hsa00970
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,Ixazomib,0.207768405925251,hsa05014
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,Enalapril,0.228092511930851,hsa05014
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,Everolimus,-0.0913632743692799,hsa05014
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,Linifanib,0.185292008673537,hsa05014
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,Alpelisib,-0.20138135336829,hsa05014
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,Docetaxel,0.274814381088432,hsa05014
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,Bortezomib,0.112271058009119,hsa05014
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,Vorinostat,-0.10795553599625,hsa05014
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,Linifanib,0.257724321774334,hsa04612
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,Temozolomide,-0.31374075853189,hsa04612
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,Dabrafenib,0.176273639342273,hsa04612
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,Dacomitinib,0.26804426644885,hsa04612
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,Dasatinib,0.0875166423420057,hsa04612
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,Bortezomib,0.194142110169362,hsa04612
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,Vorinostat,0.191157679923765,hsa04612
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,Carfilzomib,0.355220672669014,hsa04612
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,Paclitaxel,0.221661623591062,hsa04612
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,Belinostat,0.200605641097815,hsa04612
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,Epirubicin,0.351243504179235,hsa04612
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,Geldanamycin,0.239377642879073,hsa04612
KEGG_APOPTOSIS,Bortezomib,-0.105382627996813,hsa04210
KEGG_APOPTOSIS,Ruxolitinib,-0.136179999391514,hsa04210
KEGG_APOPTOSIS,Erlotinib,-0.113419485531047,hsa04210
KEGG_APOPTOSIS,Cediranib,0.159759197079469,hsa04210
KEGG_APOPTOSIS,Trifluridine,0.171854057008041,hsa04210
KEGG_APOPTOSIS,Carfilzomib,-0.193205768097955,hsa04210
KEGG_APOPTOSIS,Belinostat,-0.102055300575062,hsa04210
KEGG_APOPTOSIS,Exemestane,-0.216122269608178,hsa04210
KEGG_APOPTOSIS,Mitoxantrone,-0.112413609246632,hsa04210
KEGG_APOPTOSIS,Enzastaurin,-0.0925521932155128,hsa04210
KEGG_APOPTOSIS,Clofarabine,0.222949499396855,hsa04210
KEGG_APOPTOSIS,Vorinostat,-0.107572233869428,hsa04210
KEGG_ARACHIDONIC_ACID_METABOLISM,Bortezomib,-0.248531865116094,hsa00590
KEGG_ARACHIDONIC_ACID_METABOLISM,Doxorubicin,0.274245968097538,hsa00590
KEGG_ARACHIDONIC_ACID_METABOLISM,Carfilzomib,-0.281381046732143,hsa00590
KEGG_ARACHIDONIC_ACID_METABOLISM,Dinaciclib,0.147267985579655,hsa00590
KEGG_ARACHIDONIC_ACID_METABOLISM,Idelalisib,-0.236105879981444,hsa00590
KEGG_ARACHIDONIC_ACID_METABOLISM,Ixazomib,-0.245225711468306,hsa00590
KEGG_ARACHIDONIC_ACID_METABOLISM,Mitoxantrone,0.213986329984816,hsa00590
KEGG_ARACHIDONIC_ACID_METABOLISM,Everolimus,-0.175953828053089,hsa00590
KEGG_ARACHIDONIC_ACID_METABOLISM,Imatinib,-0.142998158439057,hsa00590
KEGG_ARACHIDONIC_ACID_METABOLISM,Trifluridine,0.318288681995101,hsa00590
KEGG_ARACHIDONIC_ACID_METABOLISM,Epirubicin,0.226405092709447,hsa00590
KEGG_ARACHIDONIC_ACID_METABOLISM,Vorinostat,-0.1235003236917,hsa00590
KEGG_ARGININE_AND_PROLINE_METABOLISM,Sunitinib,-0.206167838782472,hsa00330
KEGG_ARGININE_AND_PROLINE_METABOLISM,Fluorouracil,-0.223359277575248,hsa00330
KEGG_ARGININE_AND_PROLINE_METABOLISM,Ponatinib,0.311229989394001,hsa00330
KEGG_ARGININE_AND_PROLINE_METABOLISM,Doxorubicin,0.270032052055852,hsa00330
KEGG_ARGININE_AND_PROLINE_METABOLISM,Sorafenib,0.148755927284568,hsa00330
KEGG_ARGININE_AND_PROLINE_METABOLISM,Exemestane,-0.191795269690324,hsa00330
KEGG_ARGININE_AND_PROLINE_METABOLISM,Carfilzomib,-0.228028554974759,hsa00330
KEGG_ARGININE_AND_PROLINE_METABOLISM,Trifluridine,0.256004523535978,hsa00330
KEGG_ARGININE_AND_PROLINE_METABOLISM,Dinaciclib,0.365271398618986,hsa00330
KEGG_ARGININE_AND_PROLINE_METABOLISM,Midostaurin,0.371686943276609,hsa00330
KEGG_ARGININE_AND_PROLINE_METABOLISM,Mitoxantrone,0.224208884209154,hsa00330
KEGG_ARGININE_AND_PROLINE_METABOLISM,Epirubicin,0.398004311617566,hsa00330
KEGG_ARGININE_AND_PROLINE_METABOLISM,Bortezomib,-0.144305081745611,hsa00330
KEGG_ARGININE_AND_PROLINE_METABOLISM,MK-2206,-0.190725443603674,hsa00330
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Bortezomib,0.0175212454921112,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Doxorubicin,0.27129692993232,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Sorafenib,0.140242283161979,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Linifanib,0.263321169978307,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Docetaxel,0.176845922667322,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Lonafarnib,0.178752771274655,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Tamoxifen,0.188210072046776,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Trifluridine,0.23527554421655,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Ponatinib,0.231006598344876,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Pazopanib,0.144805008643997,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Dinaciclib,0.277606588708363,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Epirubicin,0.27026272120694,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Clofarabine,0.194007855650031,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Toremifene,0.234357560328669,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,MK-2206,0.184061272383038,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Midostaurin,0.261170198654551,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Venetoclax,0.172022472065321,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Nintedanib,0.170987359045539,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Mitoxantrone,0.175558137253067,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Osimertinib,0.160848249640904,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Crizotinib,0.186268258260364,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Pralatrexate,0.325351989135146,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Etoposide,0.247199423801837,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Sunitinib,0.377983969741232,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Vorinostat,0.101630521822703,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Sirolimus,0.0907932229727503,hsa05412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,Gemcitabine,0.315998306911687,hsa05412
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,Paclitaxel,-0.499330325163576,hsa00053
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,Azacitidine,-0.391498842414959,hsa00053
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,Carfilzomib,-0.551849763043211,hsa00053
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,Geldanamycin,-0.256932518176443,hsa00053
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,MK-2206,-0.252868074300117,hsa00053
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,Palbociclib,0.269321123642324,hsa00053
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,Enalapril,-0.392723400506625,hsa00053
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,Dacomitinib,-0.325428669803277,hsa00053
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,Vorinostat,-0.2919239330254,hsa00053
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,Ixazomib,-0.603136452582734,hsa00053
