A,B,ATCsim,STsim,SEsim,integrated_score,integrated_score2,TAG
Capecitabine,Oxaliplatin,0.22313016,0.323189973,1.00E-50,1,0.474206703,P
Capecitabine,Paclitaxel,0.22313016,0.378770371,0.397280967,1,0.709119018,P
Carboplatin,Docetaxel,0.22313016,0.182303489,1.00E-50,1,0.364756242,P
Carboplatin,Etoposide,0.22313016,0.172959733,1.00E-50,1,0.35749736,P
Carboplatin,Gemcitabine,0.22313016,0.171802054,1.00E-50,1,0.356597994,P
Carboplatin,Paclitaxel,0.22313016,0.183108493,1.00E-50,1,0.365381626,P
Carboplatin,Pemetrexed,0.22313016,0.172278016,1.00E-50,1,0.356967755,P
Carboplatin,Trientine,0.082084999,0.105921053,1.00E-50,1,0.179311522,P
Carmustine,O6-benzylguanine,1.00E-50,0.148038856,1.00E-50,1,0.148038856,P
Carvedilol,Enalapril,0.1353353,0.4250513,0.3052326,1,0.654604832,P
Cediranib,Lomustine,0.2231302,0.2086031,1.00E-50,1,0.385187649,P
Celecoxib,Chenodeoxycholic acid,0.082085,0.1073822,0.3165138,1,0.439987449,P
Celecoxib,Emodin,1.00E-50,0.2120996,1.00E-50,1,0.2120996,P
Celecoxib,Perifosine,1.00E-50,0.1448719,1.00E-50,1,0.1448719,P
Brentuximab vedotin,Ketoconazole,0.082084999,1.00E-50,1.00E-50,1,0.082084999,P
Brentuximab vedotin,Midazolam,0.082084999,1.00E-50,1.00E-50,1,0.082084999,P
Brentuximab vedotin,Rifampin,1.00E-50,1.00E-50,1.00E-50,1,0,P
Chlorambucil,Prednisone,0.082085,0.2741838,1.00E-50,1,0.333762423,P
CI-1040,Sirolimus,1.00E-50,0.2822129,1.00E-50,1,0.2822129,P
Cisplatin,Cyclophosphamide,0.2231302,0.1468494,1.00E-50,1,0.337213064,P
Cisplatin,Cytarabine,0.2231302,0.06839826,1.00E-50,1,0.276266743,P
Cisplatin,Doxorubicin,0.2231302,0.04642084,1.00E-50,1,0.259193149,P
Cisplatin,Erlotinib,0.3678794,0.04296648,1.00E-50,1,0.395039397,P
Cisplatin,Fluorouracil,0.2231302,0.1028326,1.00E-50,1,0.303017741,P
Cisplatin,Gemcitabine,0.2231302,0.08348419,1.00E-50,1,0.287986546,P
Cisplatin,Irinotecan,0.3678794,0.03648632,1.00E-50,1,0.390943154,P
Cisplatin,Oxaliplatin,0.6065307,0.1560124,1.00E-50,1,0.66791679,P
Cisplatin,Pemetrexed,0.2231302,0.06038181,1.00E-50,1,0.270039005,P
Cisplatin,Phenoxodiol,1.00E-50,0.02147388,1.00E-50,1,0.02147388,P
Cisplatin,Procainamide,0.082085,0.06974523,1.00E-50,1,0.146105193,P
Cisplatin,Sabarubicin,1.00E-50,0.04663758,1.00E-50,1,0.04663758,P
Cisplatin,Temozolomide,0.2231302,0.09134752,1.00E-50,1,0.29409533,P
Cisplatin,Topotecan,0.3678794,0.03822934,1.00E-50,1,0.392044953,P
Cisplatin,Trabectedin,0.2231302,0.04457996,1.00E-50,1,0.257763025,P
Cisplatin,Vinorelbine,0.2231302,0.04341958,1.00E-50,1,0.25686156,P
Clofarabine,Cytarabine,0.3678794,0.4841803,1.00E-50,1,0.673939742,P
Cyclophosphamide,Doxorubicin,0.2231302,0.2222894,1.00E-50,1,0.395820122,P
Cyclophosphamide,Paclitaxel,0.2231302,0.1851017,1.00E-50,1,0.366930121,P
Cyclophosphamide,Pemetrexed,0.2231302,0.2252556,1.00E-50,1,0.398124473,P
Cytarabine,Daunorubicin,0.2231302,0.3240943,1.00E-50,1,0.474909274,P
Cytarabine,SCH 900776,1.00E-50,0.2748488,1.00E-50,1,0.2748488,P
Cytarabine,Trimidox,1.00E-50,0.2967172,1.00E-50,1,0.2967172,P
Dacarbazine,Temozolomide,0.6065307,0.372219,1.00E-50,1,0.752987449,P
Dasatinib,Docetaxel,0.2231302,0.342464,0.2828947,1,0.63368837,P
Dasatinib,Midostaurin,0.6065307,0.4633303,1.00E-50,1,0.788836949,P
Dasatinib,Oxaliplatin,0.3678794,0.2358268,1.00E-50,1,0.516950378,P
Decitabine,Romidepsin,0.2231302,0.3349076,1.00E-50,1,0.4833098,P
Decitabine,Romiplostim,0.082085,1.00E-50,1.00E-50,1,0.082085,P
Decitabine,Valproic Acid,1.00E-50,0.1715284,0.2147651,1,0.349455186,P
Diphenhydramine,Temsirolimus,0.082085,0.3388679,0.08016878,1,0.441788401,P
Discodermolide,Paclitaxel,1.00E-50,0.4858378,1.00E-50,1,0.4858378,P
Docetaxel,Erlotinib,0.2231302,0.356514,0.2755682,1,0.637853037,P
Docetaxel,Gefitinib,0.2231302,0.3463797,0.1983003,1,0.592914633,P
Docetaxel,Linifanib,1.00E-50,0.2697362,1.00E-50,1,0.2697362,P
Docetaxel,Prednisone,0.082085,0.3944818,0.1610879,1,0.53372071,P
Docetaxel,Trifluridine,0.082085,0.3642501,0.009708738,1,0.422101304,P
Docetaxel,Vandetanib,0.2231302,0.3377098,0.2041763,1,0.590538158,P
Docetaxel,Vinorelbine,0.3678794,0.5263809,0.2877095,1,0.786751343,P
Docetaxel,Zibotentan,1.00E-50,0.342646,1.00E-50,1,0.342646,P
Doxorubicin,Mitomycin,0.3678794,0.4165767,1.00E-50,1,0.631206114,P
Doxorubicin,Paclitaxel,0.2231302,0.6060571,0.371223,1,0.807567614,P
Doxorubicin,Sorafenib,0.2231302,0.388824,0.1976351,1,0.619033794,P
Doxorubicin,Trabectedin,0.2231302,0.6121551,1.00E-50,1,0.69869501,P
Doxorubicin,Valproic Acid,1.00E-50,0.1686659,0.3017107,1,0.419488293,P
Erlotinib,Pemetrexed,0.2231302,0.4222248,0.3398058,1,0.703667803,P
Bevacizumab,Cetuximab,0.60653066,1.00E-50,1.00E-50,1,0.60653066,P
Bevacizumab,Trastuzumab,0.60653066,1.00E-50,1.00E-50,1,0.60653066,P
Etodolac,Propranolol,0.082085,0.3655882,0.172,1,0.517825703,P
Etoposide,Tipifarnib,1.00E-50,0.3029462,1.00E-50,1,0.3029462,P
Fenretinide,Sodium butyrate,1.00E-50,0.1297983,1.00E-50,1,0.1297983,P
Fluorouracil,Leucovorin,1.00E-50,0.2816683,0.1515152,1,0.390506471,P
Fluorouracil,Octreotide,0.082085,0.2062473,0.1629073,1,0.390096343,P
Fluorouracil,SC144,1.00E-50,0.2469666,1.00E-50,1,0.2469666,P
Fluorouracil,Sorafenib,0.2231302,0.2934831,0.1362229,1,0.525897244,P
Fluorouracil,Sorivudine,1.00E-50,0.3990152,1.00E-50,1,0.3990152,P
Chlorambucil,Rituximab,0.2231302,1.00E-50,1.00E-50,1,0.2231302,P
Cisplatin,Trastuzumab,0.3678794,1.00E-50,1.00E-50,1,0.3678794,P
Cyclophosphamide,Trastuzumab,0.2231302,1.00E-50,1.00E-50,1,0.2231302,P
Gefitinib,Irinotecan,0.3678794,0.5126495,0.1835938,1,0.748494403,P
Gefitinib,Simvastatin,0.082085,0.2326611,0.1594828,1,0.407980125,P
Gefitinib,Sunitinib,0.6065307,0.4333826,0.1921053,1,0.819882662,P
Gefitinib,Taxane,1.00E-50,0.09469185,1.00E-50,1,0.09469185,P
Gemcitabine,Oxaliplatin,0.2231302,0.3064423,1.00E-50,1,0.461195968,P
Gemcitabine,Paclitaxel,0.2231302,0.3252552,0.2372549,1,0.600177517,P
Dacarbazine,Ipilimumab,0.2231302,1.00E-50,1.00E-50,1,0.2231302,P
Imatinib,L744832,1.00E-50,1.00E-50,1.00E-50,1,0,P
Imatinib,Peginterferon alfa-2b,0.1353353,1.00E-50,1.00E-50,1,0.1353353,P
Imatinib,Sirolimus,0.1353353,0.3167932,0.3262136,1,0.601964186,P
Imatinib,Temozolomide,0.2231302,0.3571026,1.00E-50,1,0.500552425,P
Imatinib,Vorinostat,0.3678794,0.3526834,0.1220159,1,0.640744572,P
Docetaxel,Trastuzumab,0.2231302,1.00E-50,1.00E-50,1,0.2231302,P
Interferon alfa-2a,Temsirolimus,0.1353353,1.00E-50,1.00E-50,1,0.1353353,P
Gemtuzumab ozogamicin,Vorinostat,1.00E-50,1.00E-50,1.00E-50,1,0,P
Irinotecan,Docetaxel,0.2231302,0.5224408,0.2606383,1,0.725695833,P
Irinotecan,Oxaliplatin,0.3678794,0.2826076,1.00E-50,1,0.546521486,P
Lapatinib,Pazopanib,0.6065307,0.4881042,0.2111554,1,0.841114642,P
Exemestane,Ganitumab,1.00E-50,1.00E-50,1.00E-50,1,0,P
Fotemustine,Ipilimumab,0.2231302,1.00E-50,1.00E-50,1,0.2231302,P
Fulvestrant,Ganitumab,1.00E-50,1.00E-50,1.00E-50,1,0,P
Lomeguatrib,Temozolomide,1.00E-50,0.3459131,1.00E-50,1,0.3459131,P
Gefitinib,Trastuzumab,0.3678794,1.00E-50,1.00E-50,1,0.3678794,P
Gemcitabine,Trastuzumab,0.2231302,1.00E-50,1.00E-50,1,0.2231302,P
Midazolam,Zibotentan,1.00E-50,0.3704636,1.00E-50,1,0.3704636,P
Midostaurin,Sirolimus,1.00E-50,0.4333277,1.00E-50,1,0.4333277,P
Mitoxantrone,Prednisone,0.082085,0.3162018,0.1820652,1,0.486607989,P
Naloxone,Oxycodone,0.082085,0.8938413,0.1347962,1,0.915690507,P
NU6140,Paclitaxel,1.00E-50,0.392727,1.00E-50,1,0.392727,P
Ibritumomab tiuxetan,Rituximab,1.00E-50,1.00E-50,1.00E-50,1,0,P
Obatoclax,Topotecan,1.00E-50,0.4851314,1.00E-50,1,0.4851314,P
Lenalidomide,Rituximab,0.1353353,1.00E-50,1.00E-50,1,0.1353353,P
Oxaliplatin,SC144,1.00E-50,0.2394376,1.00E-50,1,0.2394376,P
Oxycodone,Pregabalin,0.1353353,0.2129249,0.2407809,1,0.483308844,P
Paclitaxel,2-Methoxyestradiol,1.00E-50,0.3868393,1.00E-50,1,0.3868393,P
Paclitaxel,Decitabine,0.2231302,0.3063231,0.2946955,1,0.619913779,P
Paclitaxel,Lonafarnib,1.00E-50,0.3258623,1.00E-50,1,0.3258623,P
Paclitaxel,Peloruside A,1.00E-50,0.5222698,1.00E-50,1,0.5222698,P
Paclitaxel,Trabectedin,0.3678794,0.5543903,1.00E-50,1,0.718320929,P
Paclitaxel,Trebananib,1.00E-50,1.00E-50,1.00E-50,1,0,P
Paclitaxel,Trichostatin A,1.00E-50,0.3817228,1.00E-50,1,0.3817228,P
Peginterferon alfa-2b,Sorafenib,0.1353353,1.00E-50,1.00E-50,1,0.1353353,P
Plitidepsin,Cytarabine,1.00E-50,0.3993809,1.00E-50,1,0.3993809,P
Prednisone,Thalidomide,0.082085,0.2668886,0.202925,1,0.463621171,P
Rituximab,Fludarabine,0.2231302,1.00E-50,1.00E-50,1,0.2231302,P
Rosiglitazone,Carboplatin,0.082085,0.1247015,1.00E-50,1,0.196550377,P
Paclitaxel,Trastuzumab,0.2231302,1.00E-50,1.00E-50,1,0.2231302,P
Pertuzumab,Trastuzumab,0.6065307,1.00E-50,1.00E-50,1,0.6065307,P
Sorafenib,Carboplatin,0.3678794,0.1084537,1.00E-50,1,0.436435218,P
Sorafenib,Genistein,1.00E-50,0.3313986,1.00E-50,1,0.3313986,P
Sorafenib,Sunitinib,0.6065307,0.4455819,0.3157895,1,0.850741873,P
Temozolomide,Vorinostat,0.2231302,0.2257881,1.00E-50,1,0.398538156,P
Tamoxifen,Trastuzumab,0.1353353,1.00E-50,1.00E-50,1,0.1353353,P
Topotecan,Lapatinib,0.3678794,0.4647773,0.362963,1,0.78447427,P
Trastuzumab,Bortezomib,0.3678794,1.00E-50,1.00E-50,1,0.3678794,P
Trastuzumab,Carboplatin,0.3678794,1.00E-50,1.00E-50,1,0.3678794,P
Trastuzumab,Doxorubicin,0.2231302,1.00E-50,1.00E-50,1,0.2231302,P
Trastuzumab,Epirubicin,0.2231302,1.00E-50,1.00E-50,1,0.2231302,P
Trastuzumab,Vinorelbine,0.2231302,1.00E-50,1.00E-50,1,0.2231302,P
Tretinoin,Trichostatin A,1.00E-50,0.2884962,1.00E-50,1,0.2884962,P
Vitamin D2,Zoledronic acid,1.00E-50,0.146217796,0.052208835,1,0.19079277,P
Zoledronic acid,Doxorubicin,0.082085,0.1966363,0.2240527,1,0.42780126,P
Procainamide,Ibritumomab tiuxetan,1.00E-50,0.5359368,1.00E-50,1.00E-50,1.00E-50,N
Axitinib,Lintuzumab,1.00E-50,0.49615323,1.00E-50,1.00E-50,1.00E-50,N
Cetuximab,Ibritumomab tiuxetan,1.00E-50,0.4928663,1.00E-50,1.00E-50,1.00E-50,N
Trichostatin A,Ibritumomab tiuxetan,1.00E-50,0.474378,1.00E-50,1.00E-50,1.00E-50,N
Bortezomib,Ibritumomab tiuxetan,1.00E-50,0.473008169,1.00E-50,1.00E-50,1.00E-50,N
Imatinib,Ibritumomab tiuxetan,1.00E-50,0.4631148,1.00E-50,1.00E-50,1.00E-50,N
Vorinostat,Ibritumomab tiuxetan,1.00E-50,0.4608954,1.00E-50,1.00E-50,1.00E-50,N
Sunitinib,Ibritumomab tiuxetan,1.00E-50,0.4501908,1.00E-50,1.00E-50,1.00E-50,N
Imatinib,Lintuzumab,1.00E-50,0.4468254,1.00E-50,1.00E-50,1.00E-50,N
Rosiglitazone,Ibritumomab tiuxetan,1.00E-50,0.4421122,1.00E-50,1.00E-50,1.00E-50,N
Thalidomide,Ibritumomab tiuxetan,1.00E-50,0.4351043,1.00E-50,1.00E-50,1.00E-50,N
Dasatinib,Ibritumomab tiuxetan,1.00E-50,0.433178,1.00E-50,1.00E-50,1.00E-50,N
Axitinib,Teprotumumab,1.00E-50,0.432672719,1.00E-50,1.00E-50,1.00E-50,N
NU6140,Ibritumomab tiuxetan,1.00E-50,0.427142,1.00E-50,1.00E-50,1.00E-50,N
Enzastaurin,Teprotumumab,1.00E-50,0.4210855,1.00E-50,1.00E-50,1.00E-50,N
Enzastaurin,Ibritumomab tiuxetan,1.00E-50,0.417834,1.00E-50,1.00E-50,1.00E-50,N
Olaparib,Ibritumomab tiuxetan,1.00E-50,0.41638,1.00E-50,1.00E-50,1.00E-50,N
Dasatinib,Lintuzumab,1.00E-50,0.4143383,1.00E-50,1.00E-50,1.00E-50,N
Afatinib,Lintuzumab,1.00E-50,0.414329285,1.00E-50,1.00E-50,1.00E-50,N
Pazopanib,Teprotumumab,1.00E-50,0.4025438,1.00E-50,1.00E-50,1.00E-50,N
Vinorelbine,Ibritumomab tiuxetan,1.00E-50,0.4022354,1.00E-50,1.00E-50,1.00E-50,N
Enzastaurin,Lintuzumab,1.00E-50,0.3993638,1.00E-50,1.00E-50,1.00E-50,N
Sirolimus,Ibritumomab tiuxetan,1.00E-50,0.3986506,1.00E-50,1.00E-50,1.00E-50,N
Oxycodone,Ibritumomab tiuxetan,1.00E-50,0.3982691,1.00E-50,1.00E-50,1.00E-50,N
Cediranib,Lintuzumab,1.00E-50,0.3977711,1.00E-50,1.00E-50,1.00E-50,N
Mitomycin,Ibritumomab tiuxetan,1.00E-50,0.3970145,1.00E-50,1.00E-50,1.00E-50,N
Trabectedin,Ibritumomab tiuxetan,1.00E-50,0.3957513,1.00E-50,1.00E-50,1.00E-50,N
Topotecan,Ibritumomab tiuxetan,1.00E-50,0.3950222,1.00E-50,1.00E-50,1.00E-50,N
Lintuzumab,Ibritumomab tiuxetan,1.00E-50,0.3947538,1.00E-50,1.00E-50,1.00E-50,N
Obatoclax,Teprotumumab,1.00E-50,0.3941512,1.00E-50,1.00E-50,1.00E-50,N
Tubacin,Ibritumomab tiuxetan,1.00E-50,0.393182,1.00E-50,1.00E-50,1.00E-50,N
Letrozole,Lintuzumab,1.00E-50,0.3890856,1.00E-50,1.00E-50,1.00E-50,N
Cabazitaxel,Ibritumomab tiuxetan,1.00E-50,0.388919614,1.00E-50,1.00E-50,1.00E-50,N
Temsirolimus,Ibritumomab tiuxetan,1.00E-50,0.3870864,1.00E-50,1.00E-50,1.00E-50,N
Lapatinib,Lintuzumab,1.00E-50,0.3854794,1.00E-50,1.00E-50,1.00E-50,N
Docetaxel,Ibritumomab tiuxetan,1.00E-50,0.3852249,1.00E-50,1.00E-50,1.00E-50,N
Lintuzumab,Teprotumumab,1.00E-50,0.3847884,1.00E-50,1.00E-50,1.00E-50,N
SC144,Teprotumumab,1.00E-50,0.3839817,1.00E-50,1.00E-50,1.00E-50,N
Erlotinib,Lintuzumab,1.00E-50,0.3836618,1.00E-50,1.00E-50,1.00E-50,N
Sunitinib,Teprotumumab,1.00E-50,0.3826597,1.00E-50,1.00E-50,1.00E-50,N
Midazolam,Teprotumumab,1.00E-50,0.3809973,1.00E-50,1.00E-50,1.00E-50,N
Afatinib,Ibritumomab tiuxetan,1.00E-50,0.380924189,1.00E-50,1.00E-50,1.00E-50,N
Bortezomib,Teprotumumab,1.00E-50,0.379536768,1.00E-50,1.00E-50,1.00E-50,N
Naloxone,Ibritumomab tiuxetan,1.00E-50,0.3781268,1.00E-50,1.00E-50,1.00E-50,N
Cediranib,Ibritumomab tiuxetan,1.00E-50,0.3724743,1.00E-50,1.00E-50,1.00E-50,N
Imatinib,Teprotumumab,1.00E-50,0.370963,1.00E-50,1.00E-50,1.00E-50,N
Letrozole,Teprotumumab,1.00E-50,0.3690141,1.00E-50,1.00E-50,1.00E-50,N
Trichostatin A,Teprotumumab,1.00E-50,0.368685,1.00E-50,1.00E-50,1.00E-50,N
Diphenhydramine,Ibritumomab tiuxetan,1.00E-50,0.3683446,1.00E-50,1.00E-50,1.00E-50,N
Bortezomib,Lintuzumab,1.00E-50,0.367738766,1.00E-50,1.00E-50,1.00E-50,N
Topotecan,Teprotumumab,1.00E-50,0.3593759,1.00E-50,1.00E-50,1.00E-50,N
LG100268,Teprotumumab,1.00E-50,0.3586824,1.00E-50,1.00E-50,1.00E-50,N
Idarubicin,Ibritumomab tiuxetan,1.00E-50,0.3579185,1.00E-50,1.00E-50,1.00E-50,N
Abiraterone,Teprotumumab,1.00E-50,0.355851215,1.00E-50,1.00E-50,1.00E-50,N
Erlotinib,Ibritumomab tiuxetan,1.00E-50,0.3526499,1.00E-50,1.00E-50,1.00E-50,N
Cediranib,Teprotumumab,1.00E-50,0.3515738,1.00E-50,1.00E-50,1.00E-50,N
Lapatinib,Ibritumomab tiuxetan,1.00E-50,0.3492776,1.00E-50,1.00E-50,1.00E-50,N
Vorinostat,Teprotumumab,1.00E-50,0.3487186,1.00E-50,1.00E-50,1.00E-50,N
ABT-751,Lintuzumab,1.00E-50,0.348432758,1.00E-50,1.00E-50,1.00E-50,N
Capecitabine,Ibritumomab tiuxetan,1.00E-50,0.34722792,1.00E-50,1.00E-50,1.00E-50,N
Obatoclax,Ibritumomab tiuxetan,1.00E-50,0.3461354,1.00E-50,1.00E-50,1.00E-50,N
Fludarabine,Lintuzumab,1.00E-50,0.3420686,1.00E-50,1.00E-50,1.00E-50,N
Pazopanib,Ibritumomab tiuxetan,1.00E-50,0.3419142,1.00E-50,1.00E-50,1.00E-50,N
Ixabepilone,Ibritumomab tiuxetan,1.00E-50,0.3408767,1.00E-50,1.00E-50,1.00E-50,N
ABT-751,Teprotumumab,1.00E-50,0.340536215,1.00E-50,1.00E-50,1.00E-50,N
Tubacin,Teprotumumab,1.00E-50,0.3402324,1.00E-50,1.00E-50,1.00E-50,N
Cetuximab,Teprotumumab,1.00E-50,0.338281,1.00E-50,1.00E-50,1.00E-50,N
LG100268,Ibritumomab tiuxetan,1.00E-50,0.3370681,1.00E-50,1.00E-50,1.00E-50,N
2-Deoxyinosine,Ibritumomab tiuxetan,1.00E-50,0.333124233,1.00E-50,1.00E-50,1.00E-50,N
SC144,Ibritumomab tiuxetan,1.00E-50,0.3331229,1.00E-50,1.00E-50,1.00E-50,N
Trifluridine,Ibritumomab tiuxetan,1.00E-50,0.3329416,1.00E-50,1.00E-50,1.00E-50,N
Afatinib,Teprotumumab,1.00E-50,0.331189959,1.00E-50,1.00E-50,1.00E-50,N
NU6140,Teprotumumab,1.00E-50,0.3296512,1.00E-50,1.00E-50,1.00E-50,N
Cetuximab,Lintuzumab,1.00E-50,0.3290177,1.00E-50,1.00E-50,1.00E-50,N
Olaparib,Teprotumumab,1.00E-50,0.328643,1.00E-50,1.00E-50,1.00E-50,N
Thalidomide,Lintuzumab,1.00E-50,0.3267978,1.00E-50,1.00E-50,1.00E-50,N
ABT-751,Ibritumomab tiuxetan,1.00E-50,0.326276365,1.00E-50,1.00E-50,1.00E-50,N
Rosiglitazone,Teprotumumab,1.00E-50,0.3217476,1.00E-50,1.00E-50,1.00E-50,N
Axitinib,Ibritumomab tiuxetan,1.00E-50,0.321347049,1.00E-50,1.00E-50,1.00E-50,N
LG100268,Lintuzumab,1.00E-50,0.3192274,1.00E-50,1.00E-50,1.00E-50,N
Dasatinib,Teprotumumab,1.00E-50,0.3182113,1.00E-50,1.00E-50,1.00E-50,N
Abiraterone,Ibritumomab tiuxetan,1.00E-50,0.31660441,1.00E-50,1.00E-50,1.00E-50,N
Vinorelbine,Teprotumumab,1.00E-50,0.316106,1.00E-50,1.00E-50,1.00E-50,N
Cytarabine,Ibritumomab tiuxetan,1.00E-50,0.3158997,1.00E-50,1.00E-50,1.00E-50,N
Midazolam,Ibritumomab tiuxetan,1.00E-50,0.3147306,1.00E-50,1.00E-50,1.00E-50,N
Decitabine,Ibritumomab tiuxetan,1.00E-50,0.3136918,1.00E-50,1.00E-50,1.00E-50,N
Lapatinib,Teprotumumab,1.00E-50,0.3134936,1.00E-50,1.00E-50,1.00E-50,N
Lomustine,Ibritumomab tiuxetan,1.00E-50,0.310848,1.00E-50,1.00E-50,1.00E-50,N
Thalidomide,Teprotumumab,1.00E-50,0.301047,1.00E-50,1.00E-50,1.00E-50,N
Theophylline,Ibritumomab tiuxetan,1.00E-50,0.3006006,1.00E-50,1.00E-50,1.00E-50,N
Letrozole,Ibritumomab tiuxetan,1.00E-50,0.3004867,1.00E-50,1.00E-50,1.00E-50,N
Fludarabine,Ibritumomab tiuxetan,1.00E-50,0.2997167,1.00E-50,1.00E-50,1.00E-50,N
Gemcitabine,Ibritumomab tiuxetan,1.00E-50,0.2934104,1.00E-50,1.00E-50,1.00E-50,N
Abiraterone,Lintuzumab,1.00E-50,0.292954172,1.00E-50,1.00E-50,1.00E-50,N
Etoposide,Ibritumomab tiuxetan,1.00E-50,0.2922075,1.00E-50,1.00E-50,1.00E-50,N
Gemcitabine,Lintuzumab,1.00E-50,0.2889408,1.00E-50,1.00E-50,1.00E-50,N
Procainamide,Teprotumumab,1.00E-50,0.2888519,1.00E-50,1.00E-50,1.00E-50,N
2-Deoxyinosine,Lintuzumab,1.00E-50,0.287952385,1.00E-50,1.00E-50,1.00E-50,N
Fotemustine,Ibritumomab tiuxetan,1.00E-50,0.2768656,1.00E-50,1.00E-50,1.00E-50,N
Phenoxodiol,Teprotumumab,1.00E-50,0.2726729,1.00E-50,1.00E-50,1.00E-50,N
